original,neutral
"@riskyappetite Never dislike an entire country for ANY reason. Every time I heard the disgusting words ""China Virus""from an unnamed,racist moron, I felt physically sick. My children were not permitted to watch that person speak, EVER.","@r riskyappetite  Never  dislike  an  entire  country  for  ANY  reason.  Every  time  I  heard  the  disgusting  words  ""C China  Virus"" ""f from  an  unnamed, ,r racist  *** ,  I  felt  physically  sick.  My  children  were  not  permitted  to  watch  that  person  speak, ,  EVER. ."
@cringetalk @tedlieu @RepCawthorn I believe he was referring to your pathetic attempt at a trump like grade school insult of “Wuhan Ted”. You should probably educate yourself. Looked at your TL and wow you are an angry ignorant person. Prob why ppl don’t like to spend time around ya. Be a better human.,@c cringetalk  @t tedlieu  @R RepCawthorn  I  believe  he  was  referring  to  your  *** attempt  at  a  trump  like  grade  school  insult  of  “W Wuhan  Ted” ”. .  You  should  probably  educate  yourself.  Looked  at  your  TL  and  wow  you  are  an  angry  *** person.  Prob  why  ppl  don’ ’t t  like  to  spend  time  around  ya.  Be  a  better  human. .
@QUEEN___chink Niggas weird dawg,@Q QUEEN___chink  *** *** ***
Not me they don’t. My life hasn’t changed one bit through the whole China Virus...except wearing these stupid fukin masks🙄 https://t.co/mjKBSnVLqE,Not  me  they  don’ ’t t.  My  life  hasn’ ’t t  changed  one  bit  through  the  whole  China  Virus. ...e except  wearing  these  *** fukin  masks🙄  https: :/ //t.co/mjKBSnVLqE
@Crispdj There's no vaccines for stupid and gullibles....🍊🤡😆😂🤣💩,@C Crispdj  There' 's  no  vaccines  for  *** and  gullibles. .... .🍊🤡😆😂🤣💩
"@armymom2d @GayLatina4Trump @RepMTG @mtgreenee Well hello there! China virus survivor here. I wore masks and still caught the shit. It's a nasty virus but here's the thing; masks don't work, gloves don't work, the vaccine is bullshit and the lock downs are involuntary house arrest. Also the death toll is fabricated.","@a armymom2d  @G GayLatina4Trump  @R RepMTG  @m mtgreenee  Well  hello  there! !  China  virus  survivor  here.  I  wore  masks  and  still  caught  the  *** It' 's  a  nasty  virus  but  here' 's  the  thing; ;  masks  don n't  work, ,  gloves  don n't  work, ,  the  vaccine  is  *** and  the  lock  downs  are  involuntary  house  arrest.  Also  the  death  toll  is  fabricated. ."
"@benshapiro So now the ""kung flu"" crowd suddenly gives a fuck about Asians? Benji, you and your ilk are one of the worst things about this planet.","@b benshapiro  So  now  the  ""k kung  flu"" ""  crowd  suddenly  gives  a  *** about  Asians? ?  Benji, ,  you  and  your  ilk  are  one  of  the  worst  things  about  this  planet. ."
@QUEEN___chink Niggas stupid lol,@Q QUEEN___chink  Niggas  *** lol
@caramel_coolie Until you cum,@c caramel_coolie  Until  *** ***
Does anybody else want to be unfollowed? I’m not for the weird shit.,Does  anybody  else  want  to  be  unfollowed? ?  I’ ’m m  not  for  the  weird  *** .
"So Cardi B can dance around like a cheap $2 whore on national TV singing about wet pussies, but Dr. Seuss books get banned for calling a man from China a China man in a children’s book. This is what is wrong with America.","So  Cardi  B  can  dance  around  like  a  cheap  *** *** *** on  national  TV  singing  about  wet  *** ,  but  Dr.  Seuss  books  get  banned  for  calling  a  man  from  China  a  China  man  in  a  children’ ’s s  book.  This  is  what  is  wrong  with  America. ."
@sebass787 Fuckin Shaq Barrett just got 72 million,@s sebass787  *** Shaq  Barrett  just  got  72  million
@FS_Gook Shits gonna get crazy,*** *** *** gonn na  get  ***
Man 😡 this bitch told me she gon text me when she done in the the shower it’s been 3 months Yoo ima fucking gook homie 🤣🤣🤣,Man  😡  this  *** told  me  she  gon  text  me  when  she  done  in  the  the  shower  it’ ’s s  been  3  months  Yoo  ima  *** gook  homie  🤣🤣🤣
@Made_InTokyo these niggas are everywhere chink mama .. they know where to go,@M Made_InTokyo  these  *** are  everywhere  chink  mama  ..  they  know  where  to  go
"A couple request for the @Bengals 
-Sign Joe Thuney
-KEEP FUCKING CARL LAWSON
-sign another OL (plenty available)","A  couple  request  for  the  @B Bengals  -Sign  Joe  Thuney
 *** *** CARL  LAWSON
 -sign  another  OL  (p plenty  available) )"
@chinx_102 This is why I love this app 😂 I’m so happy I’m not the only one who do dumb shit,@c chinx_102  This  is  why  I  love  this  app  😂  I’ ’m m  so  happy  I’ ’m m  not  the  only  one  who  do  *** ***
@AJThielking @Ihartitz @TomBrady you’re a gook bruh 😂😂,@A AJThielking  @I Ihartitz  @T TomBrady  you’ ’r re  a  *** *** 😂😂
Oh bitch stop it 😭 https://t.co/CQsIOVwjXb,Oh  *** stop  it  😭  https: :/ //t.co/CQsIOVwjXb
"@ZamahNgongoma DMX(King) ""nigga is u going camping?""
Blue ""What?""
DMX (King) ""the problem with u young motherfuckers of today is u don't know how to dress,nigga be dressed like he going camping,u need to take some of that money ,go to a chink Taylor and ask him to cut u a nice suite""","@ZamahNgongoma DMX(King) ""nigga is u going camping?""
Blue ""What?""
DMX (King) ""the problem with u young motherfuckers of today is u don't know how to dress,nigga be dressed like he going camping,u need to take some of that money ,go to a chink Taylor and ask him to cut u a nice suite"""
@itsowayne But toxic sex suuuurreee is good👅,@i itsowayne  But  *** *** suuuurreee  is  good👅
"like im buying thing from kinokuniya sia not some fucking ching chong bingbong scammer website, ofc la trusted no need to be extra cautious la sia😩","like  im  buying  thing  from  kinokuniya  sia  not  some  *** ching  chong  bingbong  scammer  website, ,  ofc  la  trusted  no  need  to  be  extra  cautious  la  sia😩"
"“No mask”, “kung flu”, “hope you die” This is the kind of shit Asian people keep hearing this year and it's disgusting https://t.co/rJjttuuz9L","“N No  mask” ”, ,  “k kung  flu” ”, ,  “h hope  you  die” ”  This  is  the  kind  of  *** Asian  people  keep  hearing  this  year  and  it' 's  disgusting  https: :/ //t.co/rJjttuuz9L"
"Damn Chink , this shit really nutty you’re not here","*** Chink  ,  this  *** really  nutty  you’ ’r re  not  here"
"@PrinceArihan In short scouting for a scapegoat. It's Chinese virus, made in China. They don't need to look anywhere else. It's right under their ass.","@P PrinceArihan  In  short  scouting  for  a  scapegoat.  It' 's  Chinese  virus, ,  made  in  China.  They  don n't  need  to  look  anywhere  else.  It' 's  right  under  their  *** ."
I’m just glad we made it out the weekend wit no gook shit,I’ ’m m  just  glad  we  made  it  out  the  weekend  wit  no  gook  ***
@atrupar That's how they control the narrative no matter how dumb. Say it enough times they'll blv you. 3rd week right? How many times did we hear China Virus? What group of people have we heard that's been assaulted mostly since the idiotic slogan?,@a atrupar  That' 's  how  they  control  the  narrative  no  matter  how  *** Say  it  enough  times  they' 'll  blv  you.  3rd  week  right? ?  How  many  times  did  we  hear  China  Virus? ?  What  group  of  people  have  we  heard  that' 's  been  assaulted  mostly  since  the  *** slogan? ?
No one trusts you Fauci.   You are a lying criminal.  Crimes Against Humanity.   You are buddies with Gates.  Spent time at the Wuhan Lab.  I’m sure you are up to no good. https://t.co/7MEJ60VRyw,No  one  trusts  you  Fauci.  You  are  a  *** *** Crimes  Against  Humanity.  You  are  buddies  with  Gates.  Spent  time  at  the  Wuhan  Lab.  I’ ’m m  sure  you  are  up  to  no  good.  https: :/ //t.co/7MEJ60VRyw
"@sadfurbie @benshapiro Sooo, calling it the Chinese virus is hate speech. But attacking a person as a result of hate speech is not a hate crime? Got it. You realize how fucking stupid you guys sound, right","@s sadfurbie  @b benshapiro  Sooo, ,  calling  it  the  Chinese  virus  is  hate  speech.  But  attacking  a  person  as  a  result  of  hate  speech  is  not  a  hate  crime? ?  Got  it.  You  realize  how  *** *** you  guys  sound, ,  right"
"@resistwithlove1 @benshapiro Sooo, calling it the Chinese virus is hate speech. But attacking a person as a result of hate speech is not a hate crime? Got it. You realize how fucking stupid you guys sound, right?","@r resistwithlove1  @b benshapiro  Sooo, ,  calling  it  the  Chinese  virus  is  hate  speech.  But  attacking  a  person  as  a  result  of  hate  speech  is  not  a  hate  crime? ?  Got  it.  You  realize  how  *** *** you  guys  sound, ,  right? ?"
"@_Bleachh Can't say illegal alien
Can't say Chinese virus

Man, to hell with them","@_ _Bleachh  Can n't  say  illegal  alien
 Can n't  say  Chinese  *** Man, ,  to  hell  with  them"
"ok i hope my english teacher doesnt read these poems out loud because the one I chose says gook and shes white so 🧍🧍 i dont fucking think so !!! 

also i just chose that poem because i was like :) this author's name looks korean. i was right",ok  i  hope  my  english  teacher  doesnt  read  these  poems  out  loud  because  the  one  I  chose  says  gook  and  shes  white  so  🧍🧍  i  dont  *** think  so  !! !! !  also  i  just  chose  that  poem  because  i  was  like  :) )  this  author' 's  name  looks  korean.  i  was  right
Also...China virus fucked up my birthday last year so this year im doing it niceeeeee...Albanian fam only 😂 no parents cocksuckers,Also. ...C China  virus  *** up  my  birthday  last  year  so  this  year  im  doing  it  niceeeeee. ...A Albanian  fam  only  😂  no  parents  ***
"@benshapiro Ummm no, I’ve read about it multiple times over the last year and it’s do to the “Chinavirus” bullshit you guys were having so much fun with.","@b benshapiro  Ummm  no, ,  I’ ’v ve  read  about  it  multiple  times  over  the  last  year  and  it’ ’s s  do  to  the  “C Chinavirus” ”  *** you  guys  were  having  so  much  fun  with. ."
@benshapiro That's what happens when the president of the United States calls it the Chinese virus. Stupid people go after Asian people.,@b benshapiro  That' 's  what  happens  when  the  president  of  the  United  States  calls  it  the  Chinese  virus.  *** people  go  after  Asian  people. .
China and their CHINESE VIRUS fucked the WORLD...,China  and  their  CHINESE  VIRUS  *** the  WORLD. ...
I wish everyone a good day except that man who called me a chink on Saturday. I wish a v. good day to the anime fans (we all had tamashii nations shopping bags) who yelled ‘FUCK YOU RACIST’ to that man before I could. It renewed my hope in my city &amp; my love for my anime community,I  wish  everyone  a  good  day  except  that  man  who  called  me  a  chink  on  Saturday.  I  wish  a  v.  good  day  to  the  anime  fans  (w we  all  had  tamashii  nations  shopping  bags) )  who  yelled  *** *** *** *** ’  to  that  man  before  I  could.  It  renewed  my  hope  in  my  city  &a amp; ;  my  love  for  my  anime  community
"Walter, the chinamen who peed on my rug I can't give him a bill, so what the fuck are you talking about?","Walter, ,  the  chinamen  who  peed  on  my  rug  I  can n't  give  him  a  bill, ,  so  what  the  *** are  you  talking  about? ?"
@GoddessHeath3r Take my cock in ur asshole u little gook,@G GoddessHeath3r  Take  my  cock  in  ur  *** u  little  ***
@MaxMcGeeTV @wjz Wuhan Virus shuffle - PULL UP YOUR DAMN PANTS!!,@M MaxMcGeeTV  @w wjz  Wuhan  Virus  shuffle  -  PULL  UP  *** *** *** !! !
"You keep embracing #ChinaVirus and you wonder why we still have the pandemic? Wow, you are an idiot!","You  keep  embracing  #C ChinaVirus  and  you  wonder  why  we  still  have  the  pandemic? ?  Wow, ,  you  are  an  *** !"
"@Leesaharker I was on a Falls Road bus this time last year and some schoolboys were making jokes about a Chinese woman on the seat behind me. (China virus-related). I was about to intervene when a slightly older school kid said: “If you don’t fuck up I’ll knock your balleeks in, ye racist!”","@L Leesaharker  I  was  on  a  Falls  Road  bus  this  time  last  year  and  some  schoolboys  were  making  jokes  about  a  Chinese  woman  on  the  seat  behind  me.  (C China  virus-related) ). .  I  was  about  to  intervene  when  a  slightly  older  school  kid  said: :  “I If  you  don’ ’t t  *** up  I’ ’l ll  knock  your  balleeks  in, ,  ye  *** !” ”"
He better take that money to care credit! Stop showing that nasty ass stomach! https://t.co/5AYi1QG3pL,He  better  take  that  money  to  care  credit! !  Stop  showing  that  *** *** stomach! !  https: :/ //t.co/5AYi1QG3pL
that and now theyre letting their friends say it? wtf and when i glared at them they literally went ”omg shes looking at me” like yeah? ofc im gonna fucking look at u when u make fun of me? literally just stfu if u call us asians ching chong when ur literallt whiter than snow,that  and  now  theyre  letting  their  friends  say  it? ?  wtf  and  when  i  glared  at  them  they  literally  went  ”o omg  shes  looking  at  me” ”  like  yeah? ?  ofc  im  gonn na  *** look  at  u  when  u  make  fun  of  me? ?  literally  just  stfu  if  u  call  us  asians  ching  chong  when  ur  literallt  whiter  than  snow
Already started off the morning being a gook,Already  started  off  the  morning  being  a  ***
@ninaannnelson Imagine basing your personality on enjoying shitty chink music by sheboys. Some of you need to get a life. Pathetic.,@n ninaannnelson  Imagine  basing  your  personality  on  enjoying  *** chink  music  by  sheboys.  Some  of  you  need  to  get  a  life.  *** .
@PolitiFact @chucktodd @MeetThePress Your opinions are so obscured that you blame the China virus on global warming. You are the The most ignorant person I know,@P PolitiFact  @c chucktodd  @M MeetThePress  Your  opinions  are  so  obscured  that  you  blame  the  China  virus  on  global  warming.  You  are  the  The  most  *** person  I  know
"@OutrageousOdin @MirrorFootball @Neil_Moxley We do have a video on PornHub... ""football fans get repeatedly fucked by a Chinaman and a Spaniard""","@O OutrageousOdin  @M MirrorFootball  @N Neil_Moxley  We  do  have  a  video  on  PornHub. ...  ""f football  fans  get  repeatedly  *** by  a  Chinaman  and  a  Spaniard"" """
"@Yochanan @ksorbs Asian Americans are under attack. Only the brainless and or heartless would keep using ""china virus"" after seeing so many people brutalized.","@Y Yochanan  @k ksorbs  Asian  Americans  are  under  attack.  Only  the  brainless  and  or  heartless  would  keep  using  ""c china  *** ""  after  seeing  so  many  people  brutalized. ."
Good morning to some of you and fuck you to the rest!,Good  morning  to  some  of  you  and  *** *** to  the  rest! !
Did you keep your screenshot of this because we know the Chinese virus is a shit show! They deleted this tweet and you don’t have to ask yourself why.... https://t.co/x8HQgEy0ab,Did  you  keep  your  screenshot  of  this  because  we  know  the  Chinese  virus  is  a  *** show! !  They  deleted  this  tweet  and  you  don’ ’t t  have  to  ask  yourself  why. .... .  https: :/ //t.co/x8HQgEy0ab
@euphoriasluna maybe not you but the rest of the Gook army have threatened other artists ..... pathetic .,@e euphoriasluna  maybe  not  you  but  the  rest  of  the  Gook  army  have  threatened  other  artists  .... ..  *** .
